target_id	X0	mu_k	GI	k_obs	Xt	Reads_t	Log2fc
19_26	500	1.000	1.000	1.001	128384.306	642	0.445
19_27	500	1.000	1.000	1.046	165614.570	829	0.813
19_28	500	1.000	1.000	1.011	135867.467	680	0.528
19_29	500	1.000	1.000	1.025	147337.675	737	0.644
19_30	500	1.000	1.000	0.999	127640.665	639	0.438
19_31	500	0.824	0.824	0.829	49523.411	248	-0.928
19_32	500	1.000	1.000	0.972	109669.486	549	0.219
19_33	500	1.000	1.000	0.992	122450.737	613	0.378
19_34	500	1.000	1.000	1.027	149065.947	746	0.661
19_35	500	1.000	1.000	1.070	188517.448	944	1.001
19_36	500	1.000	1.000	1.009	134445.894	673	0.513
19_37	500	1.000	1.000	0.982	115706.529	579	0.296
19_38	500	1.000	1.000	1.026	147573.528	739	0.648
19_39	500	1.000	1.000	1.076	195268.398	977	1.050
19_40	500	1.000	1.000	0.961	102867.723	515	0.127
19_41	500	1.000	1.000	1.000	128352.724	642	0.445
19_42	500	1.000	1.000	1.040	159913.708	800	0.762
19_43	500	1.000	1.000	1.113	240152.902	1202	1.349
19_44	500	1.000	1.000	1.034	154440.233	773	0.713
19_45	500	1.000	1.000	0.917	80861.253	404	-0.224
19_46	500	1.000	1.000	0.974	110526.810	553	0.229
19_47	500	1.000	1.000	0.988	119850.862	600	0.347
19_48	500	1.000	1.000	1.056	174271.030	872	0.886
19_49	500	1.000	1.000	1.007	132744.326	664	0.493
19_50	500	1.000	1.000	0.912	78654.765	393	-0.263
19_51	500	1.000	1.000	0.980	114631.264	574	0.283
19_52	500	1.000	1.000	0.968	106926.525	535	0.182
19_53	500	1.000	1.000	0.954	99226.330	496	0.072
19_54	500	1.000	1.000	0.929	86563.076	433	-0.124
19_55	500	1.000	1.000	0.977	112413.471	562	0.253
19_56	500	1.000	1.000	0.960	102547.741	513	0.121
19_57	500	1.000	1.000	0.918	81424.927	407	-0.213
19_58	500	1.000	1.000	1.029	150456.613	753	0.675
19_59	500	1.000	1.000	0.971	109252.167	547	0.214
19_60	500	0.822	0.822	0.789	39674.036	198	-1.252
19_61	500	1.000	1.000	0.963	104121.081	521	0.143
19_62	500	1.000	1.000	0.976	112228.613	562	0.253
19_63	500	1.000	1.000	0.962	103675.203	519	0.138
19_64	500	1.000	1.000	0.899	73093.620	366	-0.366
19_65	500	1.000	1.000	0.995	124472.357	623	0.401
19_66	500	1.000	1.000	0.993	123064.729	616	0.385
19_67	500	1.000	1.000	0.952	97956.633	490	0.055
19_68	500	1.000	1.000	0.983	116426.196	583	0.306
19_69	500	1.000	1.000	1.056	174937.949	876	0.893
19_70	500	1.000	1.000	1.049	167951.191	841	0.834
19_71	500	1.000	1.000	0.956	100547.540	503	0.093
19_72	500	1.000	1.000	1.001	128435.085	643	0.447
19_73	500	1.000	1.000	0.946	94882.991	475	0.010
19_74	500	1.000	1.000	0.982	115575.034	578	0.293
19_75	500	1.000	1.000	0.962	103492.214	518	0.135
19_76	500	1.000	1.000	1.042	161385.895	808	0.776
19_77	500	1.000	1.000	1.019	142048.653	711	0.592
19_78	500	1.000	1.000	0.954	99277.793	497	0.075
19_79	500	1.000	1.000	0.999	126975.992	635	0.429
19_80	500	1.000	1.000	1.001	128835.272	645	0.451
19_81	500	1.000	1.000	1.049	168094.995	841	0.834
19_82	500	1.000	1.000	1.042	161595.182	809	0.778
19_83	500	1.000	1.000	1.119	247212.218	1237	1.391
19_84	500	1.000	1.000	0.923	83505.538	418	-0.174
19_85	500	1.000	1.000	1.050	168827.075	845	0.841
19_86	500	1.000	1.000	0.941	92461.557	463	-0.027
19_87	500	1.000	1.000	1.009	134706.597	674	0.515
19_88	500	1.000	1.000	1.004	130797.953	655	0.474
19_89	500	1.000	1.000	1.006	132690.899	664	0.493
19_90	500	1.000	1.000	1.012	137029.659	686	0.540
19_91	500	1.000	1.000	0.952	98265.144	492	0.061
19_92	500	1.000	1.000	0.930	86765.995	434	-0.120
19_93	500	1.000	1.000	0.957	101121.540	506	0.101
19_94	500	1.000	1.000	0.975	111235.811	557	0.240
19_95	500	1.000	1.000	0.981	115135.176	576	0.288
19_96	500	1.000	1.000	1.038	157759.283	790	0.744
19_97	500	1.000	1.000	1.073	192317.357	963	1.030
19_98	500	1.000	1.000	1.020	142820.126	715	0.600
19_99	500	1.000	1.000	1.043	162081.378	811	0.782
19_100	500	1.000	1.000	0.992	122405.922	612	0.376
19_101	500	1.000	1.000	1.033	153654.836	769	0.705
19_102	500	1.000	1.000	1.057	175639.903	879	0.898
19_103	500	1.000	1.000	1.014	138310.227	692	0.553
19_104	500	1.000	1.000	0.987	118990.036	595	0.335
19_105	500	1.000	1.000	0.972	109730.694	549	0.219
19_106	500	1.000	1.000	0.982	115618.816	578	0.293
19_107	500	1.000	1.000	1.067	185265.699	927	0.975
19_108	500	1.000	1.000	0.929	86325.412	432	-0.127
19_109	500	1.000	1.000	1.085	205131.391	1027	1.122
19_110	500	1.000	1.000	1.078	197607.863	989	1.068
19_111	500	1.000	1.000	1.001	128954.643	645	0.451
19_112	500	1.000	1.000	1.063	181447.478	908	0.945
19_113	500	1.000	1.000	1.071	189615.219	949	1.009
19_114	500	1.000	1.000	1.026	148100.191	741	0.652
19_115	500	1.000	1.000	0.962	103664.637	519	0.138
19_116	500	1.000	1.000	1.043	162056.278	811	0.782
19_117	500	1.000	1.000	1.020	142983.668	716	0.602
19_118	500	1.000	1.000	0.976	112022.781	560	0.248
19_119	500	1.000	1.000	1.017	140636.920	704	0.578
19_120	500	1.000	1.000	0.925	84304.376	422	-0.161
19_121	500	1.000	1.000	0.957	100920.891	505	0.098
19_122	500	1.000	1.000	0.977	112828.903	565	0.260
19_123	500	1.000	1.000	0.954	99404.297	497	0.075
19_124	500	1.000	1.000	1.022	144951.728	725	0.620
19_125	500	1.000	1.000	0.867	61173.380	306	-0.624
19_126	500	1.000	1.000	0.980	114614.233	573	0.281
19_127	500	1.000	1.000	1.034	154513.359	773	0.713
19_128	500	1.000	1.000	1.040	159965.712	801	0.764
19_129	500	1.000	1.000	1.028	149706.187	749	0.667
19_130	500	1.000	1.000	1.075	193802.376	970	1.040
19_131	500	1.000	1.000	0.970	108216.917	541	0.198
19_132	500	1.000	1.000	1.028	149502.748	748	0.665
19_133	500	1.000	1.000	1.047	165879.996	830	0.815
19_134	500	1.000	1.000	0.983	116415.336	582	0.303
19_135	500	1.000	1.000	0.999	126942.525	635	0.429
19_136	500	0.732	0.732	0.745	31041.761	155	-1.606
19_137	500	1.000	1.000	1.012	137123.072	686	0.540
19_138	500	1.000	1.000	0.887	68255.867	341	-0.468
19_139	500	1.000	1.000	0.984	116885.954	585	0.311
19_140	500	1.000	1.000	0.934	88895.309	445	-0.084
19_141	500	1.000	1.000	0.990	121251.592	607	0.364
19_142	500	1.000	1.000	1.067	185985.338	931	0.981
19_143	500	1.000	1.000	1.024	146176.106	732	0.634
19_144	500	1.000	1.000	0.934	88777.390	444	-0.087
19_145	500	1.000	1.000	1.035	155727.440	779	0.724
19_146	500	1.000	1.000	0.960	102770.189	514	0.124
19_147	500	1.000	1.000	1.053	171732.424	860	0.866
19_148	500	1.000	1.000	1.003	130378.876	652	0.467
19_149	500	0.567	0.567	0.560	11146.971	55	-3.100
19_150	500	0.864	1.000	0.818	46566.779	233	-1.018
19_151	500	0.853	1.000	0.933	88394.576	442	-0.094
19_152	500	0.736	1.000	0.742	30646.183	153	-1.624
19_153	500	0.668	1.000	0.692	23190.871	116	-2.024
19_154	500	0.564	1.000	0.559	11115.773	55	-3.100
19_155	500	0.942	1.000	0.966	106012.524	530	0.168
19_156	500	0.755	1.000	0.890	69559.285	348	-0.439
19_157	500	0.734	1.000	0.725	27922.883	139	-1.763
19_158	500	0.760	1.000	0.702	24569.891	123	-1.939
19_159	500	0.511	0.575	0.522	9045.761	45	-3.390
19_160	500	0.865	1.000	0.932	87610.001	438	-0.107
19_161	500	0.673	1.000	0.697	23839.685	119	-1.987
19_162	500	0.908	1.000	0.905	75595.706	378	-0.320
19_163	500	0.901	1.000	0.873	63177.899	316	-0.578
19_164	500	0.579	1.000	0.586	12892.220	64	-2.882
19_165	500	0.969	1.000	1.043	162556.040	814	0.787
19_166	500	0.752	1.000	0.796	41262.655	206	-1.195
19_167	500	0.519	0.850	0.531	9484.136	47	-3.327
19_168	500	0.823	1.000	0.807	43916.294	219	-1.107
19_169	500	0.803	1.000	0.786	38977.287	195	-1.274
19_170	500	0.540	1.000	0.511	8524.850	42	-3.489
19_171	500	0.526	1.000	0.452	6120.314	30	-3.975
19_172	500	0.660	1.000	0.705	24955.623	124	-1.928
19_173	500	0.929	1.000	0.936	89942.485	450	-0.068
19_174	500	0.531	1.000	0.501	8054.816	40	-3.560
19_175	500	0.980	1.000	1.000	128336.782	642	0.445
19_176	500	0.569	1.000	0.555	10830.071	54	-3.127
19_177	500	0.970	1.000	1.013	137931.678	690	0.549
19_178	500	0.887	1.000	0.847	54917.785	275	-0.778
19_179	500	0.868	1.000	0.852	56222.837	281	-0.747
19_180	500	0.758	1.000	0.810	44740.429	224	-1.074
19_181	500	0.714	1.000	0.791	40238.083	201	-1.231
19_182	500	0.733	1.000	0.769	35620.083	178	-1.406
19_183	500	0.967	1.000	0.988	119565.062	598	0.342
19_184	500	0.669	1.000	0.702	24492.468	122	-1.951
19_185	500	0.694	1.000	0.672	20753.374	103	-2.195
19_186	500	0.816	1.000	0.922	82833.007	414	-0.188
19_187	500	0.991	1.000	0.922	82932.328	415	-0.185
19_188	500	0.744	1.000	0.742	30572.178	153	-1.624
19_189	500	0.618	1.000	0.634	16816.609	84	-2.489
19_190	500	0.512	1.000	0.525	9190.997	46	-3.358
19_191	500	0.799	1.000	0.787	39205.488	196	-1.267
19_192	500	0.886	1.000	0.868	61525.530	308	-0.615
19_193	500	0.947	1.000	0.929	86195.642	431	-0.130
19_194	500	0.947	1.000	0.889	69338.885	347	-0.443
19_195	500	0.961	1.000	0.934	88617.549	443	-0.091
19_196	500	0.714	1.000	0.732	28950.592	144	-1.712
19_197	500	0.878	0.933	0.910	77804.955	389	-0.278
19_198	500	0.534	1.000	0.581	12527.277	62	-2.928
19_199	500	0.991	1.000	0.883	66899.779	335	-0.494
20	500	1.000	1.000	1.092	213072.165	1067	1.178
20_21	500	1.000	1.000	1.158	308255.530	1543	1.710
20_22	500	1.000	1.000	1.034	154297.919	772	0.711
20_23	500	1.000	1.000	0.963	104021.609	520	0.141
20_24	500	1.000	1.000	0.923	83455.608	417	-0.178
20_25	500	1.000	1.000	1.032	153173.144	767	0.701
20_26	500	1.000	1.000	0.914	79667.669	398	-0.245
20_27	500	1.000	1.000	0.897	72154.188	361	-0.386
20_28	500	1.000	1.000	1.105	229261.523	1148	1.283
20_29	500	1.000	1.000	0.886	68124.200	341	-0.468
20_30	500	1.000	1.000	0.965	105451.520	528	0.163
20_31	500	1.000	1.000	1.003	130003.924	651	0.465
20_32	500	1.000	1.000	1.008	134045.168	671	0.508
20_33	500	1.000	1.000	1.027	148356.918	742	0.654
20_34	500	1.000	1.000	0.990	121118.797	606	0.361
20_35	500	1.000	1.000	1.031	152070.720	761	0.690
20_36	500	1.000	1.000	0.922	83146.784	416	-0.181
20_37	500	1.000	1.000	0.990	121241.131	607	0.364
20_38	500	1.000	1.000	1.019	142201.038	712	0.594
20_39	500	1.000	1.000	0.930	86756.524	434	-0.120
20_40	500	1.000	1.000	1.040	159524.486	798	0.758
20_41	500	1.000	1.000	1.016	139533.385	698	0.565
20_42	500	1.000	1.000	1.015	138752.892	694	0.557
20_43	500	1.000	1.000	0.954	99128.662	496	0.072
20_44	500	1.000	1.000	1.015	139048.957	696	0.561
20_45	500	1.000	1.000	0.970	108595.128	543	0.203
